,price,original_price,discount,review_count,category,official_store
690,89.0,149.0,40.0,2.0,3,1
691,149.0,499.0,70.0,0.0,3,1
692,249.0,364.80142676767673,42.066287878787875,4.2,3,1
693,119.0,169.0,30.0,0.0,3,1
694,169.0,364.80142676767673,42.066287878787875,3.7,3,0
695,89.0,129.0,31.0,4.1,3,1
696,241.0,549.0,56.0,4.8,3,1
697,99.0,129.0,23.0,3.5,3,0
698,69.0,199.0,65.0,5.0,3,1
699,79.0,364.80142676767673,42.066287878787875,3.4,3,0
700,249.0,349.0,29.0,5.0,3,1
701,87.99,119.0,26.0,5.0,3,0
702,180.0,290.0,38.0,5.0,3,0
703,69.0,149.0,54.0,1.0,3,0
704,240.0,449.0,47.0,3.2,3,1
705,220.0,395.0,44.0,0.0,3,0
706,99.0,149.0,34.0,4.7,3,1
708,239.0,299.0,20.0,4.0,3,1
709,179.0,199.0,10.0,5.0,3,0
710,89.0,149.0,40.0,0.0,3,1
711,229.0,249.0,8.0,0.0,3,0
712,38.0,65.0,42.0,2.5,3,1
713,249.0,364.80142676767673,42.066287878787875,4.0,3,1
714,129.0,199.0,35.0,5.0,3,1
715,139.0,364.80142676767673,42.066287878787875,3.9,3,1
728,69.0,199.0,65.0,5.0,3,0
729,99.0,159.0,38.0,3.2,3,0
730,79.0,99.0,20.0,0.0,3,1
731,165.0,249.0,34.0,3.6,3,0
732,89.0,129.0,31.0,3.3,3,1
733,199.0,259.0,23.0,5.0,3,0
735,99.0,229.0,57.0,0.0,3,1
736,199.0,364.80142676767673,42.066287878787875,0.0,3,1
737,109.0,349.0,69.0,0.0,3,1
738,55.0,199.0,72.0,0.0,3,0
739,99.0,199.0,50.0,4.0,3,0
740,65.0,364.80142676767673,42.066287878787875,3.0,3,0
741,149.0,399.0,63.0,3.7,3,0
742,129.0,149.0,13.0,0.0,3,1
743,69.0,149.0,54.0,1.0,3,0
744,169.0,299.0,43.0,1.0,3,1
745,59.0,364.80142676767673,42.066287878787875,3.4,3,0
746,99.0,500.0,80.0,3.6,3,0
747,119.0,169.0,30.0,4.7,3,1
748,115.0,199.0,42.0,0.0,3,0
749,139.0,199.0,30.0,0.0,3,1
750,130.0,150.0,13.0,5.0,3,0
751,55.0,364.80142676767673,42.066287878787875,3.1,3,0
752,39.0,364.80142676767673,42.066287878787875,0.0,3,0
753,119.0,199.0,40.0,0.0,3,1
754,98.0,364.80142676767673,42.066287878787875,0.0,3,1
755,89.0,99.0,55.0,3.9,3,0
756,189.0,209.0,10.0,5.0,3,0
757,170.0,364.80142676767673,42.066287878787875,3.3,3,1
758,179.0,199.0,10.0,0.0,3,1
759,179.0,249.0,28.0,5.0,3,1
761,69.0,149.0,54.0,0.0,3,1
762,119.0,199.0,40.0,0.0,3,1
763,74.0,364.80142676767673,42.066287878787875,3.0,3,0
764,99.0,229.0,57.0,0.0,3,1
765,189.0,249.0,24.0,4.3,3,0
766,99.0,149.0,34.0,0.0,3,1
767,239.0,599.0,60.0,2.0,3,1
780,119.0,364.80142676767673,42.066287878787875,4.0,3,0
781,215.0,329.0,35.0,3.5,3,1
783,170.0,364.80142676767673,42.066287878787875,4.0,3,1
784,33.0,59.0,44.0,3.0,3,1
785,79.0,149.0,47.0,3.0,3,1
786,230.0,349.0,34.0,0.0,3,1
787,59.0,170.0,65.0,0.0,3,1
788,119.0,169.0,30.0,0.0,3,1
791,39.0,364.80142676767673,42.066287878787875,0.0,3,0
792,129.0,229.0,44.0,0.0,3,1
793,159.0,199.0,20.0,0.0,3,1
794,109.0,349.0,69.0,5.0,3,1
795,109.0,199.0,45.0,0.0,3,1
796,149.0,364.80142676767673,42.066287878787875,3.8,3,1
797,99.0,149.0,34.0,0.0,3,1
798,188.0,299.0,37.0,5.0,3,1
799,240.0,579.0,59.0,3.3,3,1
800,59.0,99.0,40.0,3.8,3,0
801,119.0,364.80142676767673,42.066287878787875,0.0,3,0
802,99.0,249.0,60.0,0.0,3,1
803,149.0,200.0,26.0,0.0,3,1
804,139.0,199.0,30.0,0.0,3,1
805,169.0,364.80142676767673,42.066287878787875,4.0,3,0
806,99.0,129.0,23.0,0.0,3,1
807,149.0,249.0,40.0,0.0,3,1
808,129.0,429.0,70.0,0.0,3,1
809,59.0,364.80142676767673,42.066287878787875,3.9,3,0
810,119.0,139.0,20.0,3.3,3,0
811,65.0,199.0,67.0,0.0,3,0
812,119.0,179.0,34.0,0.0,3,1
813,119.0,399.0,70.0,0.0,3,1
814,99.0,270.0,63.0,5.0,3,1
815,129.0,149.0,13.0,0.0,3,1
816,349.0,364.80142676767673,42.066287878787875,5.0,3,1
817,66.0,119.0,45.0,0.0,3,1
818,45.0,364.80142676767673,42.066287878787875,3.8,3,0
819,76.0,364.80142676767673,42.066287878787875,2.5,3,1
832,239.5,399.0,40.0,0.0,3,1
833,199.0,399.0,50.0,4.8,3,1
834,45.0,364.80142676767673,42.066287878787875,4.0,3,0
835,260.0,349.0,26.0,0.0,3,0
836,149.0,399.0,63.0,4.0,3,0
837,39.0,364.80142676767673,42.066287878787875,0.0,3,0
838,99.0,199.0,50.0,2.0,3,0
839,189.0,230.0,37.0,4.0,3,1
840,55.0,140.0,61.0,5.0,3,1
841,99.0,199.0,50.0,2.3,3,0
842,109.0,149.0,27.0,0.0,3,1
843,119.0,169.0,30.0,3.8,3,1
844,199.0,364.80142676767673,42.066287878787875,0.0,3,1
845,150.0,364.80142676767673,42.066287878787875,3.3,3,0
846,83.0,150.0,45.0,2.5,3,1
847,179.0,229.0,22.0,5.0,3,1
848,39.0,364.80142676767673,42.066287878787875,0.0,3,0
849,149.0,169.0,12.0,0.0,3,1
850,45.0,364.80142676767673,42.066287878787875,4.3,3,0
851,49.0,364.80142676767673,42.066287878787875,2.0,3,0
852,209.5,299.0,30.0,0.0,3,1
853,90.0,169.0,47.0,5.0,3,1
854,159.0,199.0,20.0,0.0,3,1
855,55.0,199.0,72.0,0.0,3,0
856,59.0,99.0,40.0,3.5,3,1
857,49.0,80.0,39.0,3.6,3,1
858,91.0,200.0,55.0,0.0,3,1
859,199.5,399.0,50.0,5.0,3,1
860,149.0,249.0,40.0,0.0,3,1
862,225.0,350.0,36.0,0.0,3,0
863,85.0,210.0,60.0,0.0,3,1
864,59.0,99.0,40.0,3.0,3,1
865,119.0,169.0,30.0,0.0,3,1
866,38.0,75.0,52.0,0.0,3,1
867,98.0,364.80142676767673,42.066287878787875,0.0,3,1
868,310.0,410.0,24.0,0.0,3,1
869,79.0,199.0,60.0,0.0,3,1
870,99.0,199.0,50.0,0.0,3,1
871,60.0,120.0,50.0,0.0,3,0
884,219.0,410.0,47.0,4.6,1,1
885,56.0,315.0,82.0,4.5,1,1
886,89.0,140.0,36.0,4.3,1,1
887,84.0,350.0,76.0,3.0,1,1
888,89.0,315.0,72.0,4.5,1,1
889,59.0,240.0,75.0,5.0,1,1
890,59.0,240.0,75.0,5.0,1,1
891,126.65,149.0,29.0,4.8,1,0
892,86.0,315.0,73.0,4.3,1,1
893,169.0,300.0,44.0,3.0,1,0
894,89.0,330.0,73.0,4.7,1,1
895,195.0,360.0,46.0,4.0,1,1
896,75.0,285.0,74.0,0.0,1,1
897,99.0,249.0,60.0,4.4,1,1
898,85.0,330.0,74.0,4.0,1,1
899,75.0,285.0,74.0,5.0,1,1
900,126.65,149.0,15.0,3.8,1,0
901,159.0,399.0,60.0,4.4,1,1
902,249.0,349.0,29.0,4.2,1,1
903,78.0,315.0,75.0,0.0,1,1
904,195.0,360.0,46.0,5.0,1,1
905,39.0,59.0,34.0,4.4,1,1
906,68.0,300.0,77.0,4.0,1,1
907,89.0,140.0,36.0,4.5,1,1
908,139.0,349.0,60.0,5.0,1,1
909,149.0,299.0,50.0,4.2,1,1
910,239.0,599.0,60.0,3.8,1,1
911,126.65,149.0,29.0,3.0,1,0
912,78.0,315.0,75.0,4.0,1,1
913,99.0,160.0,38.0,4.3,1,1
914,169.0,300.0,44.0,0.0,1,0
915,69.0,169.0,59.0,5.0,1,1
916,46.0,100.0,54.0,4.7,1,1
917,179.0,449.0,60.0,4.2,1,1
918,39.92,129.0,69.0,3.8,1,0
919,125.0,330.0,62.0,3.0,1,1
920,249.0,400.0,38.0,3.0,1,0
921,69.0,139.0,50.0,0.0,1,0
922,139.0,275.0,49.0,2.7,1,1
923,175.0,349.0,50.0,4.5,1,1
924,119.0,299.0,60.0,0.0,1,1
925,139.0,349.0,60.0,0.0,1,1
926,159.0,399.0,60.0,0.0,1,1
927,139.0,349.0,60.0,0.0,1,1
928,79.0,129.0,39.0,0.0,1,1
929,29.0,69.0,58.0,0.0,1,1
930,119.0,299.0,60.0,0.0,1,1
931,39.0,49.0,20.0,0.0,1,1
932,38.0,90.0,58.0,5.0,1,1
933,99.0,279.0,65.0,4.2,1,1
934,139.0,349.0,60.0,4.6,1,1
935,86.0,390.0,78.0,4.0,1,1
936,49.0,59.0,17.0,4.2,1,1
937,219.0,299.0,27.0,4.0,1,0
938,175.0,349.0,50.0,3.6,1,1
939,79.0,199.0,60.0,5.0,1,1
940,39.0,59.0,34.0,4.4,1,1
941,195.0,360.0,46.0,4.5,1,1
942,179.0,249.0,28.0,4.8,1,1
943,85.0,350.0,76.0,3.0,1,1
944,139.0,349.0,60.0,4.6,1,1
945,94.0,315.0,70.0,0.0,1,1
946,139.0,349.0,60.0,3.6,1,1
947,89.0,189.0,53.0,0.0,1,0
948,42.0,75.0,44.0,4.9,1,1
949,46.0,100.0,54.0,4.6,1,1
950,199.0,364.80142676767673,42.066287878787875,4.8,1,0
951,49.0,59.0,17.0,4.4,1,1
952,135.0,330.0,59.0,0.0,1,1
953,126.65,149.0,15.0,0.0,1,0
954,179.0,449.0,60.0,4.0,1,1
955,99.0,249.0,60.0,4.6,1,1
956,139.0,275.0,49.0,2.7,1,1
957,179.0,249.0,28.0,4.4,1,1
958,179.0,250.0,28.0,4.9,1,1
959,139.0,349.0,60.0,4.8,1,1
960,219.0,229.0,27.0,4.3,1,0
961,79.0,129.0,39.0,5.0,1,1
962,89.0,330.0,73.0,1.0,1,1
963,99.0,315.0,69.0,3.5,1,1
964,179.0,449.0,60.0,5.0,1,1
965,156.0,299.0,48.0,4.3,1,1
966,199.0,360.0,45.0,0.0,1,1
967,89.0,390.0,77.0,4.0,1,1
968,95.0,330.0,71.0,3.0,1,1
969,195.0,360.0,46.0,0.0,1,1
970,39.0,149.0,77.0,4.0,1,1
978,126.65,149.0,15.0,3.3,1,0
979,79.0,199.0,60.0,4.3,1,1
980,39.0,59.0,34.0,4.4,1,1
981,239.0,364.80142676767673,42.066287878787875,4.5,1,0
982,29.0,69.0,58.0,4.4,1,1
983,49.0,129.0,62.0,4.0,1,1
984,59.0,70.0,16.0,4.5,1,0
985,59.99,92.99,35.0,3.2,1,0
986,90.0,199.0,61.0,4.0,1,1
987,59.0,85.0,31.0,4.4,1,1
988,95.0,189.0,50.0,3.8,1,1
989,139.0,349.0,60.0,4.4,1,1
990,39.0,59.0,34.0,3.9,1,1
991,119.0,299.0,60.0,5.0,1,1
992,109.0,199.0,45.0,3.9,1,1
993,39.0,59.0,34.0,4.4,1,1
994,159.0,249.0,36.0,5.0,1,1
995,119.0,299.0,60.0,3.8,1,1
996,49.0,129.0,62.0,3.9,1,1
997,149.0,200.0,26.0,4.4,1,1
998,109.0,269.0,59.0,4.0,1,1
999,229.0,269.0,15.0,0.0,1,0
1000,159.0,249.0,36.0,5.0,1,1
1001,149.0,250.0,40.0,3.0,1,1
1002,59.0,119.0,50.0,3.0,1,0
1003,119.0,299.0,60.0,5.0,1,1
1004,52.0,360.0,86.0,0.0,1,1
1005,49.0,59.0,17.0,4.1,1,1
1006,43.9,89.0,51.0,3.2,1,0
1007,159.0,399.0,60.0,3.9,1,1
1008,139.0,259.0,46.0,2.5,1,1
1009,79.0,119.0,34.0,5.0,1,0
1010,49.0,199.0,75.0,3.8,1,1
1011,89.0,189.0,53.0,5.0,1,0
1012,279.0,349.0,20.0,3.8,1,1
1013,129.0,249.0,48.0,4.0,1,0
1014,229.0,350.0,35.0,0.0,1,0
1015,79.0,129.0,39.0,3.0,1,1
1016,359.0,499.0,28.0,5.0,1,1
1017,299.0,364.80142676767673,42.066287878787875,5.0,1,0
1025,93.0,315.0,70.0,5.0,1,1
1026,99.0,250.0,60.0,5.0,1,1
1027,139.0,259.0,46.0,4.0,1,1
1028,179.0,299.0,40.0,5.0,1,1
1029,49.0,59.0,17.0,4.2,1,1
1030,159.0,270.0,41.0,4.0,1,1
1031,89.0,129.0,31.0,4.0,1,1
1032,195.0,360.0,46.0,0.0,1,1
1033,66.0,240.0,73.0,5.0,1,1
1034,159.0,270.0,41.0,3.8,1,1
1035,179.0,600.0,70.0,0.0,1,0
1036,79.0,199.0,60.0,4.5,1,1
1037,69.0,199.0,65.0,1.5,1,1
1038,159.0,399.0,60.0,3.3,1,1
1039,99.0,249.0,60.0,4.0,1,1
1040,39.0,59.0,34.0,4.7,1,1
1041,99.0,249.0,60.0,3.8,1,1
1042,89.0,129.0,31.0,3.5,1,1
1043,41.0,159.0,79.0,3.6,1,1
1044,115.0,225.0,49.0,4.5,1,0
1045,219.0,364.80142676767673,42.066287878787875,4.0,1,0
1046,79.0,364.80142676767673,42.066287878787875,3.8,1,0
1047,69.0,249.0,72.0,3.8,1,1
1048,249.0,600.0,59.0,5.0,1,0
1049,139.0,349.0,60.0,5.0,1,1
1050,160.0,230.0,30.0,5.0,1,0
1051,69.0,100.0,31.0,3.9,1,1
1052,59.0,85.0,31.0,4.3,1,1
1053,159.0,199.0,20.0,4.6,1,1
1054,195.0,360.0,46.0,4.3,1,1
1055,99.0,249.0,60.0,4.0,1,1
1056,145.0,229.0,37.0,4.2,1,1
1057,99.0,229.0,57.0,0.0,1,1
1058,85.0,210.0,60.0,3.0,1,1
1059,159.0,199.0,20.0,4.0,1,1
1060,99.0,180.0,45.0,5.0,1,0
1061,59.0,89.0,34.0,0.0,1,1
1062,75.0,315.0,76.0,0.0,1,1
1063,89.0,129.0,31.0,2.0,1,1
1064,180.0,329.0,45.0,4.0,1,1
1072,45.0,364.80142676767673,42.066287878787875,3.2,1,1
1073,49.0,119.0,59.0,5.0,1,0
1074,99.0,249.0,60.0,3.8,1,1
1075,49.0,69.0,29.0,0.0,1,1
1076,249.0,349.0,29.0,4.8,1,1
1077,139.0,249.0,44.0,4.0,1,1
1078,99.0,200.0,51.0,4.1,1,1
1079,89.0,99.0,10.0,4.5,1,1
1080,209.0,299.0,30.0,4.7,1,1
1081,69.0,129.0,47.0,4.2,1,1
1082,74.0,200.0,63.0,4.2,1,1
1083,135.0,330.0,59.0,0.0,1,1
1084,69.0,330.0,79.0,3.0,1,1
1085,189.0,250.0,24.0,4.3,1,1
1086,79.0,99.0,20.0,0.0,1,0
1087,179.0,250.0,28.0,5.0,1,1
1088,139.0,349.0,60.0,5.0,1,1
1089,126.65,149.0,25.0,4.5,1,0
1090,79.0,229.0,66.0,4.7,1,1
1091,99.0,249.0,60.0,4.0,1,1
1092,55.0,79.0,30.0,0.0,1,1
1093,55.0,79.0,30.0,0.0,1,1
1094,229.0,300.0,24.0,0.0,1,0
1095,39.0,99.0,61.0,0.0,1,1
1096,195.0,360.0,46.0,0.0,1,1
1097,99.0,249.0,60.0,0.0,1,1
1098,159.0,275.0,42.0,3.8,1,1
1099,126.65,149.0,25.0,3.7,1,0
1100,38.0,59.0,36.0,0.0,1,0
1101,179.0,299.0,40.0,5.0,1,1
1102,139.0,249.0,44.0,4.1,1,1
1103,269.0,399.0,33.0,0.0,1,1
1104,90.0,390.0,77.0,0.0,1,1
1106,62.0,199.0,69.0,3.4,1,1
1107,179.0,250.0,28.0,5.0,1,1
1108,69.0,99.0,30.0,0.0,1,1
1109,249.0,299.0,17.0,4.0,1,0
1110,115.0,219.0,47.0,0.0,1,0
1111,239.0,299.0,20.0,2.0,1,1
1119,126.65,149.0,15.0,3.0,1,0
1120,59.0,149.0,60.0,4.5,1,1
1121,139.0,349.0,60.0,3.8,1,1
1122,299.0,655.0,54.0,1.0,1,0
1123,239.0,299.0,20.0,5.0,1,1
1124,74.0,149.0,50.0,3.0,1,1
1125,99.0,199.0,50.0,5.0,1,0
1126,69.0,100.0,31.0,4.4,1,1
1127,139.0,199.0,30.0,5.0,1,1
1128,115.0,219.0,47.0,5.0,1,0
1129,119.0,149.0,20.0,0.0,1,1
1130,48.0,149.0,68.0,3.0,1,1
1131,139.0,259.0,46.0,2.5,1,1
1132,99.0,190.0,48.0,0.0,1,0
1133,149.0,379.0,61.0,5.0,1,1
1134,75.0,285.0,74.0,0.0,1,1
1135,79.0,199.0,60.0,4.5,1,1
1136,160.0,230.0,30.0,0.0,1,0
1137,99.0,249.0,60.0,4.7,1,1
1138,69.0,199.0,65.0,0.0,1,1
1139,199.0,379.0,47.0,5.0,1,1
1140,89.0,230.0,61.0,0.0,1,1
1141,299.0,500.0,40.0,0.0,1,0
1142,299.0,655.0,54.0,5.0,1,0
1143,29.0,69.0,58.0,5.0,1,1
1144,59.0,85.0,31.0,4.2,1,1
1145,69.0,100.0,31.0,1.0,1,1
1146,229.0,300.0,24.0,1.0,1,0
1147,219.0,364.80142676767673,42.066287878787875,4.3,1,0
1148,48.0,179.0,73.0,4.5,1,1
1149,219.0,349.0,37.0,0.0,1,1
1150,209.0,299.0,30.0,3.9,1,1
1151,219.0,360.0,39.0,4.2,1,1
1152,159.0,300.0,47.0,0.0,1,0
1153,99.0,229.0,57.0,4.5,1,1
1154,78.0,300.0,74.0,3.0,1,1
1155,69.0,169.0,59.0,4.0,1,1
1156,199.0,199.0,27.0,5.0,1,0
1157,79.0,199.0,60.0,5.0,1,1
1158,139.0,329.0,58.0,0.0,1,1
1166,199.0,600.0,67.0,3.5,1,0
1167,169.0,249.0,32.0,4.5,1,1
1168,89.0,189.0,53.0,0.0,1,0
1169,29.0,79.0,63.0,0.0,1,1
1170,89.0,129.0,31.0,5.0,1,1
1171,99.0,199.0,50.0,0.0,1,0
1172,79.0,89.0,11.0,4.5,1,1
1173,76.99,100.0,23.0,5.0,1,0
1174,79.0,179.0,56.0,3.0,1,1
1175,189.0,549.0,66.0,5.0,1,1
1176,62.0,169.0,63.0,0.0,1,0
1177,108.0,300.0,64.0,3.6,1,1
1178,49.0,109.0,55.0,0.0,1,1
1180,175.0,299.0,41.0,0.0,1,1
1181,159.0,199.0,20.0,0.0,1,1
1182,99.0,150.0,34.0,4.3,1,1
1183,79.0,89.0,11.0,5.0,1,1
1184,169.0,299.0,43.0,5.0,1,1
1185,69.0,169.0,59.0,5.0,1,1
1186,69.0,285.0,76.0,0.0,1,1
1187,299.0,400.0,34.0,4.3,1,0
1188,49.0,179.0,73.0,0.0,1,1
1189,219.0,499.0,56.0,0.0,1,1
1190,199.0,364.80142676767673,42.066287878787875,0.0,1,0
1191,109.0,199.0,52.0,4.3,1,1
1192,180.0,329.0,45.0,4.0,1,1
1193,59.0,169.0,65.0,3.5,1,1
1194,89.0,249.0,64.0,0.0,1,1
1195,48.0,199.0,76.0,3.4,1,1
1196,99.0,199.0,50.0,0.0,1,0
1197,239.0,349.0,32.0,5.0,1,1
1198,110.0,189.0,42.0,4.0,1,1
1199,275.0,399.0,31.0,0.0,1,1
1200,40.0,59.0,32.0,3.1,1,0
1201,54.0,230.0,77.0,0.0,1,1
1202,62.0,199.0,69.0,4.4,1,1
1203,69.0,79.0,13.0,4.5,1,1
1204,299.0,655.0,54.0,0.0,1,0
1205,140.0,289.0,52.0,0.0,1,1
1213,179.0,349.0,49.0,4.5,1,1
1214,159.0,399.0,60.0,5.0,1,1
1215,119.0,299.0,60.0,5.0,1,1
1216,110.0,299.0,63.0,0.0,1,1
1217,179.0,199.0,10.0,0.0,1,1
1219,180.0,349.0,48.0,4.7,1,1
1220,99.0,249.0,60.0,4.5,1,1
1221,99.0,150.0,34.0,5.0,1,0
1222,79.0,199.0,60.0,4.8,1,1
1223,48.0,169.0,73.0,5.0,1,1
1224,140.0,349.0,60.0,4.0,1,1
1225,104.0,149.0,30.0,3.3,1,1
1226,169.0,349.0,52.0,5.0,1,1
1227,159.0,299.0,47.0,0.0,1,1
1228,225.0,414.0,46.0,0.0,1,0
1229,269.0,299.0,10.0,0.0,1,1
1230,209.0,299.0,30.0,4.6,1,1
1231,79.0,89.0,11.0,0.0,1,1
1232,69.0,99.0,30.0,0.0,1,1
1233,129.0,279.0,54.0,4.3,1,1
1234,59.0,89.0,34.0,0.0,1,1
1235,59.0,149.0,60.0,5.0,1,1
1236,159.0,199.0,20.0,4.0,1,1
1237,49.0,129.0,62.0,3.5,1,1
1238,96.0,119.0,19.0,0.0,1,0
1239,49.0,364.80142676767673,42.066287878787875,2.7,1,0
1240,39.0,59.0,34.0,4.3,1,1
1241,129.0,249.0,48.0,0.0,1,0
1242,225.0,449.0,50.0,4.0,1,0
1243,119.0,299.0,60.0,3.8,1,1
1244,46.0,150.0,69.0,0.0,1,1
1245,189.0,600.0,69.0,0.0,1,0
1246,108.0,330.0,67.0,0.0,1,1
1247,89.0,99.0,10.0,0.0,1,1
1248,89.0,129.0,31.0,5.0,1,1
1249,110.0,189.0,42.0,3.0,1,1
1250,110.0,299.0,63.0,3.8,1,1
1251,269.0,299.0,10.0,5.0,1,1
1252,62.0,299.0,79.0,4.0,1,1
1260,149.0,299.0,50.0,5.0,1,1
1261,179.0,299.0,40.0,4.0,1,1
1262,180.0,329.0,45.0,5.0,1,1
1263,161.5,230.0,30.0,0.0,1,0
1264,89.0,240.0,63.0,0.0,1,1
1265,45.0,129.0,65.0,4.7,1,1
1266,180.0,329.0,45.0,5.0,1,1
1268,59.0,79.0,25.0,0.0,1,1
1269,199.0,679.0,71.0,3.0,1,1
1270,299.0,479.0,38.0,0.0,1,1
1271,79.0,199.0,60.0,4.0,1,1
1272,79.0,299.0,74.0,0.0,1,1
1273,41.0,219.0,81.0,4.5,1,1
1274,92.34,225.0,59.0,5.0,1,0
1275,129.0,249.0,48.0,0.0,1,1
1277,119.0,299.0,60.0,4.0,1,1
1278,90.0,199.0,61.0,4.8,1,1
1279,119.0,299.0,60.0,0.0,1,1
1280,219.0,364.80142676767673,42.066287878787875,0.0,1,0
1281,55.0,229.0,76.0,4.0,1,1
1282,69.0,229.0,70.0,4.0,1,1
1283,99.0,160.0,38.0,0.0,1,0
1284,139.0,199.0,30.0,0.0,1,1
1286,199.0,499.0,60.0,4.1,1,1
1287,69.0,99.0,30.0,3.0,1,1
1288,49.0,79.0,38.0,3.8,1,1
1289,149.0,364.80142676767673,42.066287878787875,5.0,1,0
1290,69.0,79.0,13.0,3.7,1,1
1291,119.0,299.0,60.0,5.0,1,1
1292,188.0,549.0,66.0,4.0,1,1
1293,169.0,600.0,72.0,0.0,1,0
1294,199.0,299.0,33.0,0.0,1,1
1295,87.0,330.0,74.0,4.0,1,1
1296,109.0,229.0,52.0,5.0,1,1
1297,149.0,249.0,40.0,4.3,1,1
1298,280.0,364.80142676767673,42.066287878787875,4.2,1,0
1307,255.0,480.0,47.0,4.0,2,1
1308,255.0,480.0,47.0,4.2,2,1
1309,279.0,520.0,46.0,4.1,2,1
1310,299.0,540.0,45.0,4.0,2,1
1311,219.0,410.0,47.0,4.3,2,1
1312,255.0,480.0,47.0,4.8,2,1
1313,265.0,480.0,45.0,0.0,2,1
1314,279.0,520.0,46.0,4.6,2,1
1315,279.0,520.0,46.0,4.5,2,1
1316,265.0,480.0,45.0,5.0,2,1
1317,319.0,590.0,46.0,4.4,2,1
1318,279.0,520.0,46.0,4.5,2,1
1319,279.0,520.0,46.0,4.1,2,1
1320,225.0,410.0,45.0,4.9,2,1
1321,265.0,500.0,47.0,4.6,2,1
1322,325.0,590.0,45.0,4.7,2,1
1323,279.0,520.0,46.0,4.9,2,1
1324,285.0,530.0,46.0,4.6,2,1
1325,89.0,260.0,66.0,4.0,2,1
1326,289.0,520.0,44.0,0.0,2,1
1327,325.0,590.0,45.0,4.3,2,1
1328,139.0,250.0,44.0,0.0,2,1
1330,265.0,480.0,45.0,0.0,2,1
1331,329.0,590.0,44.0,4.7,2,1
1332,62.0,119.0,48.0,0.0,2,1
1333,339.0,630.0,46.0,4.7,2,1
1334,115.0,229.0,50.0,3.8,2,1
1337,129.0,230.0,44.0,0.0,2,1
1338,139.0,250.0,44.0,0.0,2,1
1339,95.0,170.0,44.0,0.0,2,1
1340,279.0,520.0,46.0,4.8,2,1
1341,279.0,520.0,46.0,4.8,2,1
1342,29.0,79.0,63.0,5.0,2,1
1343,49.0,129.0,62.0,5.0,2,1
1344,39.0,89.0,56.0,3.2,2,1
1345,29.0,79.0,63.0,5.0,2,1
1346,319.0,630.0,49.0,4.7,2,1
1347,69.0,100.0,31.0,0.0,2,1
1348,329.0,590.0,44.0,0.0,2,1
1350,69.0,129.0,47.0,0.0,2,1
1351,89.0,129.0,31.0,0.0,2,1
1352,299.0,540.0,45.0,0.0,2,1
1353,39.0,99.0,61.0,0.0,2,1
